Name,Location,Category,Bio URL,Since Date,Description,Image URL,Tags,Latitude,Longitude,Status,Video
James Hall,"Leeds, United Kingdom",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/james-hall/?did=dh_card&trk=dh_card,Hero since 2017,James has been working in the digital sector for over a decade. He is the author of the...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/jamesh-headshotcircle-100px.aff1982ee71e157919897b45e6e29c12402736b2.png,"Europe, Middle East, & Africa|AWS Community Hero|Conference Speaker|2017|Open Source Contributor|Technical Author|Blogger",53.7974185,-1.5437941,,
Jared Short,"Washington D.C., USA",AWS DevTools Hero,https://aws.amazon.com/developer/community/heroes/jared-short/?did=dh_card&trk=dh_card,Hero since 2020,"Jared is an engineer at Stedi, where they are using AWS native tooling and serverless services…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/jared-short.b9ed419d0a15366f30c1e0eb3be420c5f6ec0260.png,2020|Americas|AWS DevTools Hero|Conference Speaker|Blogger|Open Source Contributor,38.8950368,-77.0365427,,
Jaroslaw Zielinski,"Poznan, Poland",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/jaroslaw-zielinski/?did=dh_card&trk=dh_card,Hero since 2018,"Jaroslaw is a Solutions Architect at Vernity in Poznan (Poland), where his responsibility...",https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/jaroslaw-headcircle.00bea4722aae1f10c5285eb61cdc1fc0a0752264.png,"AWS Community Hero|Europe, Middle East, & Africa|Conference Speaker|Meetup Organizer|2018|Technical Author",52.4082663,16.9335199,,
Jayesh Ahire,"Pune, India",AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/jayesh-ahire/?did=dh_card&trk=dh_card,Hero since 2020,Jayesh is a machine learning developer and researcher who enjoys working on distributed neural...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/jayesh-ahire.2e583a8a295603151ed9a64b04f306be259a4418.png,2020|Asia Pacific|AWS Machine Learning Hero|Conference Speaker|Meetup Organizer|Open Source Contributor|Blogger,18.5213738,73.8545071,,
Jérémie Rodon,"Paris, France",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/jeremie-rodon/?did=dh_card&trk=dh_card,Hero since 2020,"Jérémie is curious, hungry for knowledge and he is a big fan of automation and scripting…...",https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/j%c3%a9r%c3%a9mie_rodon-modified.cba4eff26519113e57e83d0d34d054d80196a21d.png,"Trainer / Educator|2020|Europe, Middle East, & Africa|AWS Community Hero|Conference Speaker|Blogger",48.8534951,2.3483915,,
Jeremy Daly,"Boston, USA",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/jeremy-daly/?did=dh_card&trk=dh_card,Hero since 2019,"Jeremy is the CEO and Co-founder at Ampt. He began building cloud-based applications with AWS in 2009, but after discovering Lambda...",https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/jeremyd-headshotcircle-100px.69c3095406fda680fcdf8b5a782ae05cd910ba54.png,Open Source Contributor|Americas|Blogger|North America|2019|AWS Serverless Hero|Conference Speaker|Trainer / Educator,42.3554334,-71.060511,Next up,
Jimmy Dahlqvist,"Malmö, Sweden",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/jimmy-dahlqvist/?did=dh_card&trk=dh_card,Hero since 2024,"Jimmy is Lead Cloud Architect and Advisor at Sigma Technology Cloud, an AWS Advanced Tier Services Partner and one of Sweden s major consulting companies....",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/q3/jimmy%20dahlqvist-100.80452ac668be09f30e1bdb3a7e857be3a980cbbf.png,"AWS Serverless Hero|Open Source Contributor|2024|Conference Speaker|Blogger|Meetup Organizer|Europe, Middle East, & Africa|2024|emea",55.6052931,13.0001566,Next up,
Johannes Koch,"Hessen, Germany",AWS dev tools Hero,https://aws.amazon.com/developer/community/heroes/johannes-koch/?did=dh_card&trk=dh_card,Hero since 2023,"Johannes is Sr. DevOps Engineer, Developer Experience, GTS at FICO where he contributes to ...",https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/2023/june-2023/headshot_johannes_koch-modified.d9e6d63d69c403eef784aa4b21559e866f8b4616.png,"Europe, Middle East, & Africa|2023|AWS DevTools Hero|Conference Speaker|emea|Blogger",50.6080651,9.0284647,Next up,
John Varghese,"Mountain View, USA",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/john-varghese/?did=dh_card&trk=dh_card,Hero since 2018,"John is a Principal DevOps Engineer at DNANexus, responsible for managing their...",https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/johnv-headshotcircle-100px.0ee23ec793ac1bad864eade170e67206c308598c.png,Americas|Trainer / Educator|AWS Community Hero|Conference Speaker|Meetup Organizer|North America|Open Source Contributor|Technical Author|Blogger|2018,37.3893889,-122.0832101,Next up,
Jones Zachariah Noel N,"Bengaluru, India",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/jones-zachariah-noel/?did=dh_card&trk=dh_card,Hero since 2022,Jones Zachariah Noel N is a Senior Developer Advocate experiencing Developer Relations ecospace atFreshworks....,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/jones_zachariah_noel_n-modified.ec4bc7c3e6c94aadc735b1a01f0014b0e65014c1.png,Asia Pacific|Conference Speaker|2022|AWS Serverless Hero|Meetup Organizer|Blogger|Technical Author|Open Source Contributor,12.9881567,77.6226,,
Joshua Arvin Lat,"National Capital Region, Philippines",AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/joshua-arvin-lat/?did=dh_card&trk=dh_card,Hero since 2020,"Joshua Arvin Lat is the Chief Technology Officer (CTO) of NuWorks Interactive Labs, Inc....",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/may-2024/Joshua%20Arvin%20Lat%20100.5cdc1eecfff527562930b40eda545ec85163fb1c.png,Asia Pacific|2020|AWS Machine Learning Hero|Conference Speaker|Meetup Organizer|Technical Author,14.5736108,121.0329706,,
Julia Furst Morgado,"New York City, USA",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/julia-morgado/?did=dh_card&trk=dh_card,Hero since 2024,Julia is a Global Technologist on the Product Strategy team in the Office of the...,https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/Julia-100.5b0b4d9c265272245b5345dc09a13ccb9b878b54.png,americas|Meetup Organizer|Conference Speaker|2024|2024|United States|Technical Author|AWS Container Hero|Open Source Contributor|namer|North America|Americas|Blogger,40.7127281,-74.0060152,Next up,
Jungyoul Yu,"Seoul, Korea",AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/jungyoul-yu/?did=dh_card&trk=dh_card,Hero since 2020,"Jungyoul Yu works at Karrot as a SRE, and is a leader of the AWS DeepRacer Group, part of the AWS Korea User Group...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/jungyoul-yu.69af9c8015142a5ce8cb13118ec68aa431a934e9.png,Asia Pacific|2020|AWS Machine Learning Hero|Meetup Organizer|Conference Speaker,37.5666791,126.9782914,,
Juyoung Song,"Seoul, Korea",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/juyoung-song/?did=dh_card&trk=dh_card,Hero since 2019,Juyoung Song is a Director of DAX teams at LG UPLUS. He is currently leading an organization called DAX...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/juyoung-song-circular-headshot.55ba241fdd1066d24391a1cac29e95644fca94ba.png,Asia Pacific|Conference Speaker|AWS Container Hero|2019|Technical Author|Trainer / Educator,37.5666791,126.9782914,,
Karolina Boboli,"Warsaw, Poland",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/karolina-boboli/?did=dh_card&trk=dh_card,Hero since 2022,Karolina Boboli works as an AWS Cloud Architect and Consultant. She has experience…...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/karolina-boboli.cad41a959540918398e923cc018b41560468a7ee.png,"Trainer / Educator|Europe, Middle East, & Africa|AWS Community Hero|2022|Meetup Organizer|Technical Author|Blogger",52.2337172,21.0714322,,
Kaushik Mohanraj,"Kuala Lumpur, Malaysia",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/kaushik-mohanraj/?did=dh_card&trk=dh_card,Hero since 2021,"Kaushik is Sales Director for Blazeclan Technologies across ASEAN. He is a cloud enthusiast,...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/Kaushik-Mohanraj-2022.7be55a3ab5ac77650a1a2940e84e756a7159b565.png,AWS Community Hero|Asia Pacific|Conference Speaker|Meetup Organizer|2021,3.1526589,101.7022205,,
Kazuki Miura,"Hokkaido, Japan",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/kazuki-miura/?did=dh_card&trk=dh_card,Hero since 2023,"Kazuki Miura is a senior engineer at Hokkaido Television Broadcasting Co., Ltd. (HTB) ...",https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/hero-sept-2023/Kazuki%20Miura_100.5c3d8bbdbf3c5bdcf6a3574578a3164d6886fe34.png,AWS Community Hero|2023|Asia Pacific|Trainer / Educator|Conference Speaker|2023|Meetup Organizer|Technical Author|apac|Open Source Contributor,43.4519831,142.8197834,,
Keisuke Usuda,"Chiba, Japan",AWS Security Hero,https://aws.amazon.com/developer/community/heroes/keisuke-usuda/?did=dh_card&trk=dh_card,Hero since 2023,Keisuke Usuda is a Senior Solution Architect at Classmethod and holds the CISSP certification...,https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/secuirty/usuda_jawsdays2019_100.8da5a677c1554601f9beccabd4bc819c80b08c93.png,Asia Pacific|2023|AWS Security Hero|Conference Speaker|2023|Japan|Open Source Contributor,35.549399,140.2647303,,
Keith Yau,"Shanghai, China",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/keith-yau/?did=dh_card&trk=dh_card,Hero since 2015,"Keith is the founder of BootDev, a cloud based platform for running websites. BootDev is...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/keithy-headshotcircle-100px.920202ddce6820179b814579bf41714227c4c97f.png,AWS Community Hero|Asia Pacific|Meetup Organizer|Open Source Contributor|Blogger|2015,31.2312707,121.4700152,,
Ken Collins,"Norfolk, USA",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/ken-collins/?did=dh_card&trk=dh_card,Hero since 2020,"Ken is an Innovative Leader and AI Industry Expert, known for pioneering Generative AI integration in production applications...",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/ken%20collins-100.0179b7e37b1aa20bfc96f9b82664ca618f022933.png,Open Source Contributor|Americas|North America|AWS Serverless Hero|2020|Conference Speaker|Blogger,36.8493695,-76.2899539,Next up,
Kenjiro Marumoto,"Hiroshima, Japan",AWS Data Hero,https://aws.amazon.com/developer/community/heroes/kenjiro-marumoto/?did=dh_card&trk=dh_card,Hero since 2021,"Kenjiro Marumoto is the founder and president of OPTARC, Inc. With the vision of…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/kenjiro-marumoto.403fd853e467165de9393734fe62535d609fdf0b.png,Asia Pacific|Conference Speaker|2021|Meetup Organizer|AWS Data Hero,34.3917241,132.4517589,,
Kenneth Attard,"Valletta, Malta",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/kenneth-attard/?did=dh_card&trk=dh_card,Hero since 2024,"Kenneth is an Enterprise Architect at Betsson Group in Malta with over 20 years of technical experience, and the past eight years specializing,....",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/Kenneth%20Attard-100.f9aca609283778ada7eec13a75b1a87d8f0859b9.png,"Meetup Organizer|Blogger|2024|2024|Europe, Middle East, & Africa|emea|AWS Community Hero|Conference Speaker",35.8989979,14.5136607,,
Kenta Goto,"Tokyo, Japan",AWS DevTools Hero,https://aws.amazon.com/developer/community/heroes/kenta-goto/?did=dh_card&trk=dh_card,Hero since 2024,Kenta Goto works as a Backend Tech Lead and is also an enthusiastic contributor...,https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/kenta_goto-100.57ce0ab885396afe4c176a042cc2b1fb01766022.png,AWS DevTools Hero|Asia Pacific|Conference Speaker|apac|Open Source Contributor|2024|2024,35.6768601,139.7638947,,
Kesha Williams,"Atlanta, USA",AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/kesha-williams?did=dh_card&trk=dh_card,Hero since 2019,"With over 20 years of experience in software development, Kesha sees machine learning...",https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/keshaw-headshotcircle-100px.1ab50838e324979b315f20d3de7872d184ee3304.png,Trainer / Educator|Americas|AWS Machine Learning Hero|Conference Speaker|North America|2019|Blogger|Technical Author,33.7489924,-84.3902644,Next up,
Kittaya Niennattrakul,"Bangkok, Thailand",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/kittaya-niennattrakul/?did=dh_card&trk=dh_card,Hero since 2020,Kittaya Niennattrakul (Tak) is a Product Manager and Assistant Managing Director at Dailitech…...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/kittaya-niennatrakul.179c05cbf1f68fea49969500c172fb90142abbd6.png,AWS Community Hero|Asia Pacific|2020|Meetup Organizer|Blogger,13.7524938,100.4935089,,
Kohei Matsushita,"Tokyo, Japan",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/kohei-matsushita/?did=dh_card&trk=dh_card,Hero since 2020,"Kohei ""Max"" Matsushita is a technology evangelist at SORACOM. In addition to delivering over 140...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/kohei-matsushita.eb5bce735318b2b24fcf2d152eb5e5d4b746d741.png,Asia Pacific|Trainer / Educator|2020|AWS Community Hero|Conference Speaker|Open Source Contributor|Blogger,35.6768601,139.7638947,,
Konstantinos Siaterlis,"Athens, Greece",AWS Data Hero,https://aws.amazon.com/developer/community/heroes/konstantinos-siaterlis/?did=dh_card&trk=dh_card,Hero since 2020,"Konstantinos Siaterlis is the Sr. Director of Infrastructure Platform at Orfium, where he has...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/konstantinos-siaterlis.b9f6343cd772d7cede1371607c24f2601616fbc2.png,"2020|Europe, Middle East, & Africa|Meetup Organizer|Blogger|AWS Data Hero",37.9755648,23.7348324,Next up,
Kristi Perreault,"Boulder, USA",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/kristi-perreault/?did=dh_card&trk=dh_card,Hero since 2022,"Kristi Perreault is a Principal Software Engineer focused on developer experience, engineering education, and serverless-first cloud enablement...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/kristi-perreault.d18972dfe3ccd5114a44f493209267d3f8e80d90.png,Meetup Organizer|Americas|Blogger|North America|AWS Serverless Hero|2022|Conference Speaker|Trainer / Educator,40.0149856,-105.270545,,
Kurt Lee,"Seoul, Korea",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/kurt-lee/?did=dh_card&trk=dh_card,Hero since 2019,"Kurt Lee works at Mirror as CEO, focusing on building a better web browser that helps people to be more organized....",https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/kurti-headshotcircle-100px.df03d2bb996c5555979dbfdc429691f60aaf8807.png,Asia Pacific|Conference Speaker|AWS Serverless Hero|Open Source Contributor|2019|Technical Author,37.5666791,126.9782914,,
Kyuhyun Byun,"Seoul, Korea",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/kyuhyun-byun/?did=dh_card&trk=dh_card,Hero since 2020,Kyuhyun is a leader of the AWSKRUG Serverless Group and the CircleCI Korea User Group...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/kyuhyun-byun.d0f9816b20af8d255886233c9654bb354568e38e.png,Asia Pacific|2020|AWS Serverless Hero|Meetup Organizer|Blogger|Open Source Contributor,37.5666791,126.9782914,,
Larry Ogrodnek,"Seattle, USA",AWS Community Hero,https://www.linkedin.com/in/ogrodnek/,Hero from 2014 - 2022,No description...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/larryo-headshotcircle-100px.2d85966095d822e0bb5347e1d0279bc111ec5188.png,AWS Community Hero|Americas|alumni-hero|North America|Blogger|Technical Author|Open Source Contributor,47.6038321,-122.330062,,
Lee Gilmore,"Newcastle, United Kingdom",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/lee-gilmore/?did=dh_card&trk=dh_card,Hero since 2024,"Lee Gilmore is a Principal Solutions Architect at Leighton, an AWS Consulting Partner based in Newcastle, North East England....",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/q3/lee-gilmore-100.18f76149a294b371a9d59b089ac82e4eb84a27fb.png,"Open Source Contributor|Europe, Middle East, & Africa|Blogger|emea|AWS Serverless Hero|2024|Conference Speaker|2024",54.9738474,-1.6131572,,
Linda Mohamed,"Vienna, Austria",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/linda-mohamed/?did=dh_card&trk=dh_card,Hero since 2023,Linda has been navigating the tech landscape for over a decade. She is currently at EBCONT where her primary focus ...,https://d1.awsstatic.com/getting-started-guides/gameday/championship/Linda%20Mohamed_100.6706f1fa44bf8406ace0027bc8d26db1f538819a.png,"Austria|Europe, Middle East, & Africa|AWS Community Hero|2023|2023|Meetup Organizer|emea|Conference Speaker|Blogger",48.2083537,16.3725042,Next up,
Linghui Gong,"Shanghai, China",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/linghui-gong/?did=dh_card&trk=dh_card,Hero since 2020,"Linghui Gong is VP of Engineering at Strikingly, Inc., a fast-growing superstar SaaS startup…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/linghui-gong.9e7915432dcef6e1eec1e546ec722d1cb24f2a68.png,AWS Community Hero|Asia Pacific|2020|Conference Speaker|Open Source Contributor,31.2312707,121.4700152,,
Liz Fong-Jones,"Vancouver, Canada / Sydney, Australia",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/liz-fong-jones/?did=dh_card&trk=dh_card,Hero since 2022,"Liz is a developer advocate, labor and ethics organizer, and Site Reliability Engineer (SRE)...",https://d1.awsstatic.com/user-groups/Liz-Fong-Jones-modified.a40e24b6b2f67a5f347da5a964ed89b7eb70f6e5.jpg,AWS Community Hero|Asia Pacific|Conference Speaker|2022|North America|Blogger|Technical Author|Open Source Contributor,,,,
Liz Rice,"Enfield, United Kingdom",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/liz-rice/?did=dh_card&trk=dh_card,Hero since 2019,"Liz Rice is VP Open Source Engineering with cloud native security specialists Aqua Security, where she...",https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/lizrice-headshotcircle-100px.f51f92ee4a7526fd6c4a213074f5fd7a9bc89ef6.png,"Europe, Middle East, & Africa|Conference Speaker|AWS Container Hero|2019|Blogger|Technical Author",51.6520851,-0.0810175,Next up,
Luc van Donkersgoed,"Utrecht, Netherlands",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/luc-van-donkersgoed/?did=dh_card&trk=dh_card,Hero since 2021,"Luc is a geek at heart, solutions architect, software developer, and entrepreneur…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/luc-van-donkersgoed.346695fb4f0a96c0c622b4e1ac27136cedbf5750.png,"Europe, Middle East, & Africa|Conference Speaker|AWS Serverless Hero|2021|Open Source Contributor|Technical Author|Blogger",52.0907006,5.1215634,Next up,
Luca Bianchi,"Milan, Italy",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/luca-bianchi/?did=dh_card&trk=dh_card,Hero since 2020,"Luca is Chief Technology Officer at Neosperience, an AWS ISV company, that delivers a…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/luca-bianchi.61018a1edb2c52723102f5d20de0937bee0af658.png,"Europe, Middle East, & Africa|2020|Conference Speaker|AWS Serverless Hero|Open Source Contributor|Blogger",45.4641943,9.1896346,,
Luciano Mammino,"Dublin, Ireland",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/luciano-mammino/?did=dh_card&trk=dh_card,Hero since 2022,Luciano Mammino is a full-stack web developer and a senior cloud architect at fourTheorem....,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/luciano_mammino-modified.2e993605dd538a9d0b653ed6ccd004c0ff36afbc.png,"Europe, Middle East, & Africa|2022|AWS Serverless Hero|Conference Speaker|Blogger|Technical Author",53.3493795,-6.2605593,,
Lukasz Dorosz,"Warsaw, Poland",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/lukasz-dorosz/?did=dh_card&trk=dh_card,Hero since 2019,Lukasz is a long-experienced IT professional working in many different areas such systems...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/lukasz-dorosz-circular-headshot.709a090ab73e496d685fdf680254a2c3c533d1c2.png,"Trainer / Educator|Europe, Middle East, & Africa|AWS Community Hero|Conference Speaker|Meetup Organizer|2019",52.2337172,21.0714322,,
Lyndon Leggate,"London, United Kingdom",AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/lyndon-leggate/?did=dh_card&trk=dh_card,Hero since 2019,"Lyndon is a senior technology leader with extensive experience defining and delivering complex technical solutions on large, business critical projects for consumer facing brands....",https://d1.awsstatic.com/user-groups/lyndon_leggate-round.a91ec87bf1305dbedae35352945eeb0f02f298ac.png,"Europe, Middle East, & Africa|AWS Machine Learning Hero|Meetup Organizer|2019|Conference Speaker|Trainer / Educator",51.4893335,-0.1440551,Next up,
Lynn Langit,"Fargo, USA",AWS Data Hero,https://aws.amazon.com/developer/community/heroes/lynn-langit/?did=dh_card&trk=dh_card,Hero since 2014,"Lynn Langit is a consultant in the upper Midwest focused on big data and cloud architecture. In addition to having designed many production AWS solutions,....",https://d1.awsstatic.com/Developer%20Marketing/developer-center/lynnlangit-circular-headshot.5a282822b57315293dc4ee9cd8093dc0f9a65ab8.png,Americas|Conference Speaker|2014|North America|Open Source Contributor|AWS Data Hero|Technical Author,46.877229,-96.789821,,
Maciej Lelusz,"Cracow, Poland",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/maciej-lelusz/?did=dh_card&trk=dh_card,Hero since 2019,"Maciej is Co-Founder of Chaos Gears, a company concentrated on serverless, automation, IaC and...",https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/maciej_lelusz-modified.99a202f501ae79c8d6953fe8e82662e1ef267845.png,"Europe, Middle East, & Africa|AWS Community Hero|Meetup Organizer|2019|Blogger|Technical Author",50.0619474,19.9368564,,
Maciej Walkowiak,"Berlin, Germany",AWS DevTools Hero,https://aws.amazon.com/developer/community/heroes/maciej-walkowiak/?did=dh_card&trk=dh_card,Hero since 2024,"Maciej is an independent Java consultant based in Berlin, Germany. For nearly two decades, Maciej has been helping companies ranging from...",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/q3/Maciej%20Walkowiak-100.77d0ef5c71537f1ba5edf7f656a683ab88f535e4.png,"Conference Speaker|Blogger|2024|Open Source Contributor|AWS DevTools Hero|Technical Author|Europe, Middle East, & Africa|emea|2024",52.510885,13.3989367,,
Madhu Kumar,"Budapest, Hungary",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/madhu-kumar/?did=dh_card&trk=dh_card,Hero since 2022,Madhu is a Principal Cloud Architect and Product Owner (Container Services) working for T-Systems International with over 22 years ....,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/madhu_kumar-modified.c6074a0fc2da44695e4eb21e8542f81f2f3083c4.png,"Europe, Middle East, & Africa|2022|AWS Container Hero|Meetup Organizer|Blogger|Open Source Contributor",47.4813896,19.1460941,Next up,
Manoj Fernando,Sri Lanka,AWS Community Hero,https://aws.amazon.com/developer/community/heroes/manoj-fernando?did=dh_card&trk=dh_card,Hero since 2019,Manoj is a Technical Lead at 99X Technology in Sri Lanka and the CTO of Whatif...,https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/manojf-headshotcircle-100px.cfa42c254f2db6e73196cebaeeb34738ed7f28cc.png,Trainer / Educator|Asia Pacific|AWS Community Hero|2019|Blogger|Technical Author,7.5554942,80.7137847,,
Manrique Lopez,"Madrid, Spain",AWS Data Hero,https://www.linkedin.com/in/jsmanrique/,Hero from 2019 - 2022,No description...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/manrique-lopez-circular-headshot.a3a160dde956bae1dbbacf60e3b8769bb34be03a.png,"Europe, Middle East, & Africa|Trainer / Educator|alumni-hero|Conference Speaker|Open Source Contributor|AWS Data Hero",40.4167047,-3.7035825,,
Marcin Sodkiewicz,"Wrocław, Poland",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/marcin-sodkiewicz/?did=dh_card&trk=dh_card,Hero since 2024,"Marcin Sodkiewicz is a Principal Software Engineer at Ryanair, the largest airline in Europe. He has worked at ....",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/marcin-sodkiewicz-100.32a848ad660eecf26f2f7af4f21570a684989939.png,"Blogger|Meetup Organizer|2024|2024|AWS Serverless Hero|Europe, Middle East, & Africa|emea|Conference Speaker",51.1263106,16.9781963,,
Margaret Valtierra,"Chicago, USA",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/margaret-valtierra?did=dh_card&trk=dh_card,Hero since 2019,Margaret Valtierra is a Program Manager for the Cloud Service team at Morningstar...,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/2023/margaret_valtierra-100X100.d988f8c14edf1c35d2ef2edbf84f68f43b9e79ca.png,Americas|AWS Community Hero|Conference Speaker|Meetup Organizer|North America|2019,41.8755616,-87.6244212,,
Markus Ostertag,"Munich, Germany",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/markus-ostertag/?did=dh_card&trk=dh_card,Hero since 2016,"Markus is Chief AWS Technologist at adesso SE, the leading German IT service provider,...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/markuso-headshotcircle-100px.89de2a16cc5f4d6f81dcff58cc5afdda7b9140e7.png,"Europe, Middle East, & Africa|AWS Community Hero|2016|Conference Speaker|Meetup Organizer",48.1371079,11.5753822,Next up,
Martijn van Dongen,"Amsterdam, The Netherlands",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/martijn-van-dongen/?did=dh_card&trk=dh_card,Hero since 2019,"Martijn is an experienced, hands-on Cloud Evangelist at Schuberg Philis in The Netherlands…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/martijn-van-dongen-circular-headshot.ec0b01caa52bc0c9f232defda2e8757363ef841d.png,"AWS Community Hero|Europe, Middle East, & Africa|Conference Speaker|Meetup Organizer|2019|Blogger|Technical Author",52.3730796,4.8924534,,
Martin Damovsky,"Prague, Czechia",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/martin-damovsky/?did=dh_card&trk=dh_card,Hero since 2024,"Martin is Cloud Governance Lead at Ataccama.com, an AWS Partner providing ...",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/martin-100.9046a477b89a0e783e7e2788e4546c2cfa5920c8.png,"Europe, Middle East, & Africa|AWS Community Hero|Conference Speaker|Meetup Organizer|Blogger|2024|2024",50.0596288,14.4464593,Next up,
Masanori Yamaguchi,"Chiba, Japan",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/masanori-yamaguchi/?did=dh_card&trk=dh_card,Hero since 2021,"Masanori Yamaguchi is the Head of Solutions Architect at ForgeVision, Inc.. He has promoted the use…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/masanori-yamaguchi.9088cc755389fa072f45cb78f83b4bb7f1a6655d.png,AWS Community Hero|Asia Pacific|Conference Speaker|Meetup Organizer|2021|Blogger,35.549399,140.2647303,,
Masaya Arai,"Kanagawa, Japan",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/masaya-arai/?did=dh_card&trk=dh_card,Hero since 2022,"Masaya is an 11x certified Tech Lead working for Nomura Research Institute (RI), an…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/masaya-arai.38aa3892a9b03d28e2054c4b6bc921cc17f0c3a1.png,Asia Pacific|Conference Speaker|2022|AWS Container Hero|Meetup Organizer|Blogger|Technical Author|Open Source Contributor,35.4342935,139.374753,,
