Name,Location,Category,Bio URL,Since Date,Description,Image URL,Date Created,Date Updated,Tags
Kenta Goto,"Tokyo, Japan",AWS DevTools Hero,https://aws.amazon.com/developer/community/heroes/kenta-goto/?did=dh_card&trk=dh_card,Hero since 2024,"<p>Kenta Goto works as a Backend Tech Lead and is also an enthusiastic contributor...</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/kenta-goto/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/kenta_goto-100.57ce0ab885396afe4c176a042cc2b1fb01766022.png,2024-03-04T17:04:47+0000,2025-03-04T18:37:52+0000,AWS DevTools Hero|Asia Pacific|Conference Speaker|apac|Open Source Contributor|2024|2024
Kesha Williams,"Atlanta, USA",AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/kesha-williams?did=dh_card&trk=dh_card,Hero since 2019,"<p>With over 20 years of experience in software development, Kesha sees machine learning...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/kesha-williams?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/keshaw-headshotcircle-100px.1ab50838e324979b315f20d3de7872d184ee3304.png,2019-06-05T16:46:41+0000,2025-03-04T18:37:53+0000,Trainer / Educator|Americas|AWS Machine Learning Hero|Conference Speaker|North America|2019|Blogger|Technical Author
Kittaya Niennattrakul,"Bangkok, Thailand",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/kittaya-niennattrakul/?did=dh_card&trk=dh_card,Hero since 2020,"<p>Kittaya Niennattrakul (Tak) is a Product Manager and Assistant Managing Director at Dailitech…</p><p><a href=""https://aws.amazon.com/developer/community/heroes/kittaya-niennattrakul/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/kittaya-niennatrakul.179c05cbf1f68fea49969500c172fb90142abbd6.png,2020-08-20T17:35:18+0000,2025-03-04T18:37:53+0000,AWS Community Hero|Asia Pacific|2020|Meetup Organizer|Blogger
Kohei Matsushita,"Tokyo, Japan",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/kohei-matsushita/?did=dh_card&trk=dh_card,Hero since 2020,"<p>Kohei ""Max"" Matsushita is a technology evangelist at SORACOM. In addition to delivering over 140...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/kohei-matsushita/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/kohei-matsushita.eb5bce735318b2b24fcf2d152eb5e5d4b746d741.png,2020-05-27T17:23:48+0000,2025-03-04T18:37:53+0000,Asia Pacific|Trainer / Educator|2020|AWS Community Hero|Conference Speaker|Open Source Contributor|Blogger
Konstantinos Siaterlis,"Athens, Greece",AWS Data Hero,https://aws.amazon.com/developer/community/heroes/konstantinos-siaterlis/?did=dh_card&trk=dh_card,Hero since 2020,"<p>Konstantinos Siaterlis is the Sr. Director of Infrastructure Platform at Orfium, where he has&hellip;</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/konstantinos-siaterlis/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/Developer%20Marketing/developer-center/konstantinos-siaterlis.b9f6343cd772d7cede1371607c24f2601616fbc2.png,2020-08-20T17:35:28+0000,2025-03-04T18:37:53+0000,"2020|Europe, Middle East, & Africa|Meetup Organizer|Blogger|AWS Data Hero"
Kristi Perreault,"Boulder, USA",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/kristi-perreault/?did=dh_card&trk=dh_card,Hero since 2022,"<p>Kristi Perreault is a Principal Software Engineer focused on developer experience, engineering education, and serverless-first cloud enablement.&hellip;</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/kristi-perreault/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/Developer%20Marketing/developer-center/kristi-perreault.d18972dfe3ccd5114a44f493209267d3f8e80d90.png,2022-06-02T18:45:26+0000,2025-03-04T18:37:53+0000,Meetup Organizer|Americas|Blogger|North America|AWS Serverless Hero|2022|Conference Speaker|Trainer / Educator
Kurt Lee,"Seoul, Korea",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/kurt-lee/?did=dh_card&trk=dh_card,Hero since 2019,"<p>Kurt Lee works at Mirror as CEO, focusing on building a better web browser that helps people to be more organized....</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/kurt-lee/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/kurti-headshotcircle-100px.df03d2bb996c5555979dbfdc429691f60aaf8807.png,2019-02-28T07:49:57+0000,2025-03-04T18:37:53+0000,Asia Pacific|Conference Speaker|AWS Serverless Hero|Open Source Contributor|2019|Technical Author
Kyuhyun Byun,"Seoul, Korea",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/kyuhyun-byun/?did=dh_card&trk=dh_card,Hero since 2020,"<p>Kyuhyun is a leader of the AWSKRUG Serverless Group and the CircleCI Korea User Group...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/kyuhyun-byun/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/kyuhyun-byun.d0f9816b20af8d255886233c9654bb354568e38e.png,2020-05-27T17:22:48+0000,2025-03-04T18:37:53+0000,Asia Pacific|2020|AWS Serverless Hero|Meetup Organizer|Blogger|Open Source Contributor
Larry Ogrodnek,"Seattle, USA",AWS Community Hero,https://www.linkedin.com/in/ogrodnek/,Hero from 2014 - 2022,No description,https://d1.awsstatic.com/Developer%20Marketing/developer-center/larryo-headshotcircle-100px.2d85966095d822e0bb5347e1d0279bc111ec5188.png,2019-02-19T19:53:46+0000,2025-03-04T18:37:53+0000,AWS Community Hero|Americas|alumni-hero|North America|Blogger|Technical Author|Open Source Contributor
Lee Gilmore,"Newcastle, United Kingdom",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/lee-gilmore/?did=dh_card&trk=dh_card,Hero since 2024,"<p>Lee Gilmore is a Principal Solutions Architect at Leighton, an AWS Consulting Partner based in Newcastle, North East England....</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/lee-gilmore/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/q3/lee-gilmore-100.18f76149a294b371a9d59b089ac82e4eb84a27fb.png,2024-08-29T17:41:11+0000,2025-03-04T18:37:53+0000,"Open Source Contributor|Europe, Middle East, & Africa|Blogger|emea|AWS Serverless Hero|2024|Conference Speaker|2024"
Linda Mohamed,"Vienna, Austria",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/linda-mohamed/?did=dh_card&trk=dh_card,Hero since 2023,"<p>Linda has been navigating the tech landscape for over a decade. She is currently at EBCONT where her primary focus ...</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/linda-mohamed/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/getting-started-guides/gameday/championship/Linda%20Mohamed_100.6706f1fa44bf8406ace0027bc8d26db1f538819a.png,2023-09-05T15:18:13+0000,2025-03-04T18:37:53+0000,"Austria|Europe, Middle East, & Africa|AWS Community Hero|2023|2023|Meetup Organizer|emea|Conference Speaker|Blogger"
Linghui Gong,"Shanghai, China",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/linghui-gong/?did=dh_card&trk=dh_card,Hero since 2020,"<p>Linghui Gong is VP of Engineering at Strikingly, Inc., a fast-growing superstar SaaS startup…</p><p><a href=""https://aws.amazon.com/developer/community/heroes/linghui-gong/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/linghui-gong.9e7915432dcef6e1eec1e546ec722d1cb24f2a68.png,2020-08-20T17:35:49+0000,2025-03-04T18:37:53+0000,AWS Community Hero|Asia Pacific|2020|Conference Speaker|Open Source Contributor
Liz Fong-Jones,"Vancouver, Canada / Sydney, Australia",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/liz-fong-jones/?did=dh_card&trk=dh_card,Hero since 2022,"<p>Liz is a developer advocate, labor and ethics organizer, and Site Reliability Engineer (SRE) &hellip;</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/liz-fong-jones/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/user-groups/Liz-Fong-Jones-modified.a40e24b6b2f67a5f347da5a964ed89b7eb70f6e5.jpg,2022-08-22T19:27:55+0000,2025-03-04T18:37:53+0000,AWS Community Hero|Asia Pacific|Conference Speaker|2022|North America|Blogger|Technical Author|Open Source Contributor
Liz Rice,"Enfield, United Kingdom",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/liz-rice/?did=dh_card&trk=dh_card,Hero since 2019,"<p>Liz Rice is VP Open Source Engineering with cloud native security specialists Aqua Security, where she...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/liz-rice/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/lizrice-headshotcircle-100px.f51f92ee4a7526fd6c4a213074f5fd7a9bc89ef6.png,2019-09-05T03:04:27+0000,2025-03-04T18:37:53+0000,"Europe, Middle East, & Africa|Conference Speaker|AWS Container Hero|2019|Blogger|Technical Author"
Luc van Donkersgoed,"Utrecht, Netherlands",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/luc-van-donkersgoed/?did=dh_card&trk=dh_card,Hero since 2021,"<p>Luc is a geek at heart, solutions architect, software developer, and entrepreneur…</p><p><a href=""https://aws.amazon.com/developer/community/heroes/luc-van-donkersgoed/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/luc-van-donkersgoed.346695fb4f0a96c0c622b4e1ac27136cedbf5750.png,2021-08-26T18:02:52+0000,2025-03-04T18:37:53+0000,"Europe, Middle East, & Africa|Conference Speaker|AWS Serverless Hero|2021|Open Source Contributor|Technical Author|Blogger"
Luca Bianchi,"Milan, Italy",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/luca-bianchi/?did=dh_card&trk=dh_card,Hero since 2020,"<p>Luca is Chief Technology Officer at Neosperience, an AWS ISV company, that delivers a…</p><p><a href=""https://aws.amazon.com/developer/community/heroes/luca-bianchi/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/luca-bianchi.61018a1edb2c52723102f5d20de0937bee0af658.png,2020-08-20T17:35:58+0000,2025-03-04T18:37:53+0000,"Europe, Middle East, & Africa|2020|Conference Speaker|AWS Serverless Hero|Open Source Contributor|Blogger"
Luciano Mammino,"Dublin, Ireland",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/luciano-mammino/?did=dh_card&trk=dh_card,Hero since 2022,"<p>Luciano Mammino is a full-stack web developer and a senior cloud architect at fourTheorem....&nbsp;</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/luciano-mammino/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/luciano_mammino-modified.2e993605dd538a9d0b653ed6ccd004c0ff36afbc.png,2022-11-13T21:28:20+0000,2025-03-04T18:37:53+0000,"Europe, Middle East, & Africa|2022|AWS Serverless Hero|Conference Speaker|Blogger|Technical Author"
Lukasz Dorosz,"Warsaw, Poland",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/lukasz-dorosz/?did=dh_card&trk=dh_card,Hero since 2019,"<p>Lukasz is a long-experienced IT professional working in many different areas such systems...</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/lukasz-dorosz/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/Developer%20Marketing/developer-center/lukasz-dorosz-circular-headshot.709a090ab73e496d685fdf680254a2c3c533d1c2.png,2019-11-06T17:25:59+0000,2025-03-04T18:37:53+0000,"Trainer / Educator|Europe, Middle East, & Africa|AWS Community Hero|Conference Speaker|Meetup Organizer|2019"
Lyndon Leggate,"London, United Kingdom",AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/lyndon-leggate/?did=dh_card&trk=dh_card,Hero since 2019,"<p>Lyndon is a senior technology leader with extensive experience defining and delivering complex technical solutions on large, business critical projects for consumer facing brands....</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/lyndon-leggate/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/user-groups/lyndon_leggate-round.a91ec87bf1305dbedae35352945eeb0f02f298ac.png,2019-09-05T03:04:34+0000,2025-03-04T18:37:53+0000,"Europe, Middle East, & Africa|AWS Machine Learning Hero|Meetup Organizer|2019|Conference Speaker|Trainer / Educator"
Lynn Langit,"Fargo, USA",AWS Data Hero,https://aws.amazon.com/developer/community/heroes/lynn-langit/?did=dh_card&trk=dh_card,Hero since 2014,"<p>Lynn Langit is a consultant in the upper Midwest focused on big data and cloud architecture. In addition to having designed many production AWS solutions,....</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/lynn-langit/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/Developer%20Marketing/developer-center/lynnlangit-circular-headshot.5a282822b57315293dc4ee9cd8093dc0f9a65ab8.png,2019-02-19T19:53:43+0000,2025-03-04T18:37:53+0000,Americas|Conference Speaker|2014|North America|Open Source Contributor|AWS Data Hero|Technical Author
Maciej Lelusz,"Cracow, Poland",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/maciej-lelusz/?did=dh_card&trk=dh_card,Hero since 2019,"<p>Maciej is Co-Founder of Chaos Gears, a company concentrated on serverless, automation, IaC and...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/maciej-lelusz/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/maciej_lelusz-modified.99a202f501ae79c8d6953fe8e82662e1ef267845.png,2019-09-05T03:04:41+0000,2025-03-04T18:37:54+0000,"Europe, Middle East, & Africa|AWS Community Hero|Meetup Organizer|2019|Blogger|Technical Author"
Maciej Walkowiak,"Berlin, Germany",AWS DevTools Hero,https://aws.amazon.com/developer/community/heroes/maciej-walkowiak/?did=dh_card&trk=dh_card,Hero since 2024,"<p>Maciej is an independent Java consultant based in Berlin, Germany. For nearly two decades, Maciej has been helping companies ranging from...</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/maciej-walkowiak/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/q3/Maciej%20Walkowiak-100.77d0ef5c71537f1ba5edf7f656a683ab88f535e4.png,2024-08-29T17:41:14+0000,2025-03-04T18:37:54+0000,"Conference Speaker|Blogger|2024|Open Source Contributor|AWS DevTools Hero|Technical Author|Europe, Middle East, & Africa|emea|2024"
Madhu Kumar,"Budapest, Hungary",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/madhu-kumar/?did=dh_card&trk=dh_card,Hero since 2022,"<p>Madhu is a Principal Cloud Architect and Product Owner (Container Services) working for T-Systems International with over 22 years ....&nbsp;</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/madhu-kumar/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/madhu_kumar-modified.c6074a0fc2da44695e4eb21e8542f81f2f3083c4.png,2022-11-13T21:32:41+0000,2025-03-04T18:37:54+0000,"Europe, Middle East, & Africa|2022|AWS Container Hero|Meetup Organizer|Blogger|Open Source Contributor"
Manoj Fernando,Sri Lanka,AWS Community Hero,https://aws.amazon.com/developer/community/heroes/manoj-fernando?did=dh_card&trk=dh_card,Hero since 2019,"<p>Manoj is a Technical Lead at 99X Technology in Sri Lanka and the CTO of Whatif...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/manoj-fernando?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/manojf-headshotcircle-100px.cfa42c254f2db6e73196cebaeeb34738ed7f28cc.png,2019-06-06T17:53:26+0000,2025-03-04T18:37:54+0000,Trainer / Educator|Asia Pacific|AWS Community Hero|2019|Blogger|Technical Author
Manrique Lopez,"Madrid, Spain",AWS Data Hero,https://www.linkedin.com/in/jsmanrique/,Hero from 2019 - 2022,No description,https://d1.awsstatic.com/Developer%20Marketing/developer-center/manrique-lopez-circular-headshot.a3a160dde956bae1dbbacf60e3b8769bb34be03a.png,2019-11-06T17:26:05+0000,2025-03-04T18:37:54+0000,"Europe, Middle East, & Africa|Trainer / Educator|alumni-hero|Conference Speaker|Open Source Contributor|AWS Data Hero"
Marcin Sodkiewicz,"Wrocław, Poland",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/marcin-sodkiewicz/?did=dh_card&trk=dh_card,Hero since 2024,"<p>Marcin Sodkiewicz is a Principal Software Engineer at Ryanair, the largest airline in Europe. He has worked at ....</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/marcin-sodkiewicz/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/marcin-sodkiewicz-100.32a848ad660eecf26f2f7af4f21570a684989939.png,2024-10-30T19:41:05+0000,2025-03-04T18:37:54+0000,"Blogger|Meetup Organizer|2024|2024|AWS Serverless Hero|Europe, Middle East, & Africa|emea|Conference Speaker"
Margaret Valtierra,"Chicago, USA",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/margaret-valtierra?did=dh_card&trk=dh_card,Hero since 2019,"<p>Margaret Valtierra is a Program Manager for the Cloud Service team at Morningstar...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/margaret-valtierra?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/2023/margaret_valtierra-100X100.d988f8c14edf1c35d2ef2edbf84f68f43b9e79ca.png,2019-06-05T16:46:11+0000,2025-03-04T18:37:54+0000,Americas|AWS Community Hero|Conference Speaker|Meetup Organizer|North America|2019
Markus Ostertag,"Munich, Germany",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/markus-ostertag/?did=dh_card&trk=dh_card,Hero since 2016,"<p>Markus is Chief AWS Technologist at adesso SE, the leading German IT service provider,...</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/markus-ostertag/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/Developer%20Marketing/developer-center/markuso-headshotcircle-100px.89de2a16cc5f4d6f81dcff58cc5afdda7b9140e7.png,2019-02-19T19:53:33+0000,2025-03-04T18:37:54+0000,"Europe, Middle East, & Africa|AWS Community Hero|2016|Conference Speaker|Meetup Organizer"
Martijn van Dongen,"Amsterdam, The Netherlands",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/martijn-van-dongen/?did=dh_card&trk=dh_card,Hero since 2019,"<p>Martijn is an experienced, hands-on Cloud Evangelist at Schuberg Philis in The Netherlands…</p><p><a href=""https://aws.amazon.com/developer/community/heroes/martijn-van-dongen/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/martijn-van-dongen-circular-headshot.ec0b01caa52bc0c9f232defda2e8757363ef841d.png,2019-11-06T17:26:10+0000,2025-03-04T18:37:54+0000,"AWS Community Hero|Europe, Middle East, & Africa|Conference Speaker|Meetup Organizer|2019|Blogger|Technical Author"
Martin Damovsky,"Prague, Czechia",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/martin-damovsky/?did=dh_card&trk=dh_card,Hero since 2024,"<p>Martin is Cloud Governance Lead at Ataccama.com, an AWS Partner providing ...</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/martin-damovsky/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/martin-100.9046a477b89a0e783e7e2788e4546c2cfa5920c8.png,2024-03-04T18:20:23+0000,2025-03-04T18:37:54+0000,"Europe, Middle East, & Africa|AWS Community Hero|Conference Speaker|Meetup Organizer|Blogger|2024|2024"
Masanori Yamaguchi,"Chiba, Japan",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/masanori-yamaguchi/?did=dh_card&trk=dh_card,Hero since 2021,"<p>Masanori Yamaguchi is the Head of Solutions Architect at ForgeVision, Inc.. He has promoted the use…</p><p><a href=""https://aws.amazon.com/developer/community/heroes/masanori-yamaguchi/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/masanori-yamaguchi.9088cc755389fa072f45cb78f83b4bb7f1a6655d.png,2021-11-12T21:03:24+0000,2025-03-04T18:37:54+0000,AWS Community Hero|Asia Pacific|Conference Speaker|Meetup Organizer|2021|Blogger
Masaya Arai,"Kanagawa, Japan",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/masaya-arai/?did=dh_card&trk=dh_card,Hero since 2022,"<p>Masaya is an 11x certified Tech Lead working for Nomura Research Institute (RI), an…</p><p><a href=""https://aws.amazon.com/developer/community/heroes/masaya-arai/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/masaya-arai.38aa3892a9b03d28e2054c4b6bc921cc17f0c3a1.png,2022-03-16T18:00:12+0000,2025-03-04T18:37:54+0000,Asia Pacific|Conference Speaker|2022|AWS Container Hero|Meetup Organizer|Blogger|Technical Author|Open Source Contributor
Matt Coulter,"Belfast, United Kingdom",AWS DevTools Hero,https://aws.amazon.com/developer/community/heroes/matt-coulter/?did=dh_card&trk=dh_card,Hero since 2020,"<p>Matt is a Technical Architect for Liberty IT in Belfast, Northern Ireland. He is focused on…</p><p><a href=""https://aws.amazon.com/developer/community/heroes/matt-coulter/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/matt-coulter.9206502c4345eff4334f273b18ca420385aaaf05.png,2020-11-12T19:07:53+0000,2025-03-04T18:37:54+0000,"Europe, Middle East, & Africa|AWS DevTools Hero|2020|Conference Speaker|Open Source Contributor|Blogger"
Matt Lewis,"Swansea, United Kingdom",AWS Data Hero,https://aws.amazon.com/developer/community/heroes/matt-lewis/?did=dh_card&trk=dh_card,Hero since 2019,"<p>Matt Lewis is Chief AWS Architect at IBM UK, where he is growing the AWS capability...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/matt-lewis/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/matt-lewis-circular-headshot.f8dcf36ef93d5fbae7548392fbbcc4f23ed7d97e.png,2019-11-06T17:26:16+0000,2025-03-04T18:37:54+0000,"Europe, Middle East, & Africa|Meetup Organizer|2019|Blogger|AWS Data Hero|Technical Author"
Matthew Bonig,"Denver, USA",AWS DevTools Hero,https://aws.amazon.com/developer/community/heroes/matthew-bonig/?did=dh_card&trk=dh_card,Hero since 2020,"<p>Matthew Bonig is a consultant at Defiance Digital, specializing in the software development lifecycle...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/matthew-bonig/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/matthew-bonig.58d1cb8ac439e06c1a36def45e1e0689fa8f3cf0.png,2020-05-27T17:22:27+0000,2025-03-04T18:37:54+0000,Americas|AWS DevTools Hero|2020|Meetup Organizer|North America|Open Source Contributor|Technical Author|Blogger
Matthieu Napoli,"Lyon, France",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/matthieu-napoli/?did=dh_card&trk=dh_card,Hero since 2020,"<p>Matthieu is a software engineer passionate about helping developers to create...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/matthieu-napoli/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/matthieu-napoli.e85872eb922483cd51b86ea71936cd5326654f37.png,2020-08-20T17:36:08+0000,2025-03-04T18:37:54+0000,"Trainer / Educator|2020|Europe, Middle East, & Africa|AWS Serverless Hero|Conference Speaker|Blogger|Technical Author|Open Source Contributor"
Mayank Pandey,"Melbourne, Australia",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/mayank-pandey/?did=dh_card&trk=dh_card,Hero since 2022,"<p>Mayank Pandey is a cloud architect & teacher, helping both small and large organizations…</p><p><a href=""https://aws.amazon.com/developer/community/heroes/mayank-pandey/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/mayank-pandey.a0be28b0f64030e0b108fb9b2d0ac0462e443091.png,2022-03-16T18:00:15+0000,2025-03-04T18:37:54+0000,AWS Community Hero|Asia Pacific|Trainer / Educator|2022|Technical Author
Michael Ezzell,"Cincinnati, USA",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/michael-ezzell/?did=dh_card&trk=dh_card,Hero since 2017,"<p>Michael is a frequent contributor of detailed, in-depth solutions to questions spanning...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/michael-ezzell/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/michaele-headshotcircle-100px.6db7915446a4ea7b3d14d05c35410fc67aed7757.png,2019-02-19T19:53:23+0000,2025-03-04T18:37:54+0000,AWS Community Hero|Americas|Conference Speaker|North America|2017|Blogger|Technical Author|Open Source Contributor
